페이지,게시글번호,말머리,제목,내용,글쓴이,추천수,조회수,날짜,링크
9,6079,[일반],아니 근데,ㄹㅇ 2학년만 못쓰고 1학년은 패드 탭 다 쓰더만 뭐하자는거지,ㅇㅇ (14.34) 2023.04.01 00:12:36 스크랩 조회 579 추천 3 댓글 3,3,579,2023.04.01 00:12:36,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6079&page=9
9,6078,[일반],시발 난 내 학교가 그래도 명문인줄 알았다,삼년을 갈아넣었다보니까 학교를 사랑하게 될 정도였고 지금도 평고 출신이라는 데에 자부심 있는데 ㅋㅋㅋㅋ 사람새끼냐 학폭하는 새끼들이? 우리 학년에선 싸움도 거의 없고 학폭은 들어본 적도 없어서 먼 얘기인줄 알았더니…정 뚝떨어진다 나쁜 새끼들아 적당히 살다 뒤져라 제발,ㅇㅇ (223.39) 2023.03.31 23:06:00 스크랩 조회 1411 추천 14 댓글 1,14,1411,2023.03.31 23:06:00,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6078&page=9
9,6077,[일반],평고특,사건사고 아득바득 학교내에서 덮어버리려 함 ㅋㅌ - dc official App,ㅇㅇ (119.69) 2023.03.31 21:44:43 스크랩 조회 1090 추천 25 댓글 0,25,1090,2023.03.31 21:44:43,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6077&page=9
9,6076,[일반],학폭 ㅇ한 병신년 뒤지면 좋겄다,06들 입학부터 말 많았는데 일 터졌노 ㅋㅋㅋㅋ 교장 오열할 것 같은데 학폭 한새끼는 대체 뭔 생각으로 한거노? 무조건 가해자 잘못일텐데 18살 처먹고 5개월동안 학폭하는 꼬라지보면 어매가 평택역에서 노숙자들한테 돌림빵 당하다 에이즈로 죽고 교육을 못받은거냐 솜방망이 처벌한 새끼도 ㅈㄴ병신같노,duruwar (59.13) 2023.03.31 10:37:17 스크랩 조회 1286 추천 15 댓글 3,15,1286,2023.03.31 10:37:17,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6076&page=9
10,6075,[일반],충격적인 2학년 실태 ㄷㄷ,학교에서 전자기기르 모두 재출한다? 테블릿도 못쓰다니 너무하다 ㄷㄷ,평고=오줌 (59.13) 2023.03.30 13:55:31 스크랩 조회 1222 추천 5 댓글 2,5,1222,2023.03.30 13:55:31,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6075&page=10
10,6074,[일반],솔직히 말해서,폰까지 안주더라도 탭이랑 패드 가져가고 에어팟 가져가는건 좀 아니지않냐 뭐 야자때도 2텀만이라도 쓰게해주면 안되냐,ㅇㅇ (59.13) 2023.03.30 13:48:22 스크랩 조회 720 추천 9 댓글 2,9,720,2023.03.30 13:48:22,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6074&page=10
10,6073,[일반],2학년 인권,왜 2학년만 패드를 못쓰는것이냐!!!!!,평고똥이다 (59.13) 2023.03.30 13:45:44 스크랩 조회 606 추천 6 댓글 1,6,606,2023.03.30 13:45:44,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6073&page=10
10,6072,[일반],2학년도 패드 쓰게해줘람¡¡¡¡¡¡¡¡¡¡¡,제곧내,평고꼳 (59.13) 2023.03.30 13:42:34 스크랩 조회 319 추천 3 댓글 0,3,319,2023.03.30 13:42:34,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6072&page=10
10,6071,[일반],올해 졸업한 정시파이터(였던)평붕이다,씨발 니들은 정시 하지마라 주변 친구들 다 ㅈ되고 나도 수능날에 국어는 밀려쓰고 수학은 자빠지고 해서 백분위 90에서 70으로 20 떨궜다…지금 반수 준비중인데 4개월 놀고 나니까 기억이 하나도 안나네 술쳐먹고 공부해서 그런가,ㅇㅇ (118.221) 2023.03.21 00:50:04 스크랩 조회 535 추천 4 댓글 1,4,535,2023.03.21 00:50:04,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6071&page=10
10,6070,[질문],평고는 수학여행없음?,제목 그대로. 왠지 느낌이 쎄한데 설마 진짜 없는거임?,ㅇㅇ (112.151) 2023.03.19 15:37:40 스크랩 조회 681 추천 0 댓글 6,0,681,2023.03.19 15:37:40,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6070&page=10
10,6069,[일반],근데 파딱 바꿔야하는거 아니냐,아닌가? 아닌가?,ㅇㅇ (106.101) 2023.03.18 19:54:07 스크랩 조회 291 추천 0 댓글 1,0,291,2023.03.18 19:54:07,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6069&page=10
10,6068,[일반],오늘 야자 안했냐?,길가에 평고 애들 많이 보이네,ㅇㅇ (175.223) 2023.03.17 16:17:46 스크랩 조회 328 추천 0 댓글 0,0,328,2023.03.17 16:17:46,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6068&page=10
10,6067,[일반],고2 키 존나작은 가오충 남자애 이름 아는분?,ㅈㄱㄴ,ㅇㅇ (39.7) 2023.03.13 12:28:03 스크랩 조회 1645 추천 5 댓글 15,5,1645,2023.03.13 12:28:03,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6067&page=10
10,6064,[일반],아니 씨발 버스 지하철라이브빌런 맨날 내옆에앉아,좆같네 - dc official App,ㅇㅇ 2023.03.10 08:27:40 스크랩 조회 386 추천 1 댓글 2,1,386,2023.03.10 08:27:40,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6064&page=10
10,6063,[일반],사관갤이도 썻다 공사 오지 마라,라고 말하면 대가리 깨져도 공사인 새끼들은 암 ㅋㅋ 난 미래의 파일럿이 될 몸이라고 육사나 해사랑 다르다고 ㅋㅋ ㅇㅇ ㅎ무슨 말을 해도 귀가 닫히고 시야가 좁아져서 사관 옴 ㅇㅇ 난 공사 출신이고 비행과정도 고등까지 갔었음 믿거나 말거나 안믿어도됨 오히려 뻘글이라 생각하고 안믿고 조언 무시하고 공사가서 후회해줬으면 좋겠음 뭐? 파일럿이 꿈이라고? 그럼 제발 깝치지 말고 항공대를 가 아 물론 공.군.이 꿈이면 와도 됨 ㅋㅋ 근데 난 파일럿이 될 거고 15년차면 전역해서 민항사 제발 지랄육갑떠는 소리 하지 말고 분명히 말하는데 기장이 되고 싶으면 항공대를 가라. - dc official App,ㅇㅇ (59.23) 2023.03.06 21:26:24 스크랩 조회 358 추천 1 댓글 0,1,358,2023.03.06 21:26:24,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6063&page=10
10,6059,[일반],오늘 평고입갤한 평붕이인데,태블릿 원래 다 걷어감?? 야자때 인강듣고 복습위주로 할랬더니,ㅇㅇ (49.164) 2023.03.02 23:15:21 스크랩 조회 506 추천 0 댓글 2,0,506,2023.03.02 23:15:21,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6059&page=10
10,6058,[일반],평붕이들 화이팅,,솩솩 2023.03.02 11:35:20 스크랩 조회 238 추천 0 댓글 0,0,238,2023.03.02 11:35:20,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6058&page=10
10,6056,[일반],고3 정시파이터 평붕이 내신 ..,수고 ㅋㅋ - dc official App,ㅇㅇ (112.168) 2023.02.27 09:29:01 스크랩 조회 644 추천 1 댓글 3,1,644,2023.02.27 09:29:01,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6056&page=10
10,6055,[일반],07년생인데,증사 찍어서 가져가야돼요??,ㅐㅐ (211.234) 2023.02.26 13:52:19 스크랩 조회 582 추천 3 댓글 2,3,582,2023.02.26 13:52:19,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6055&page=10
10,6054,[일반],올해 입결,카이스트 1/ DGIST 2 의치한 6/ 약대 3 서울대 7/ 연세대 8/ 고려대 19 성균관대 12/ 한양대 14/ 서강대 2 중앙대 11/ 경희대 7/ 한국외대 3/ 서울시립대 4 건국대 7/ 동국대 7/ 홍익대 3 서울과기대 2/ 단국대 9/ 세종대 3/ 국민대 6/ 숭실대 5 광운대 1/ 아주대 2/ 강원대 3/ 인하대 5/ 상명대 4/ 가천대 12/ 한동대 1 해군사관학교 4/ 공군사관학교 1/ 육군사관학교 2 인천대 2/ 명지대 1/ 경북대 1/ 한국해양대 1/ 한국공대 1 충북대 7/ 충남대 5/ 전북대 4/ 전남대 4/ 교통대 1/ 순천향대 10 공주대 3/ 가톨릭대 3/ 한경대 1/ 한국기술교대 4/ 경기대 5 - dc official App,ㅇㅇ (125.178) 2023.02.26 11:40:18 스크랩 조회 1475 추천 0 댓글 6,0,1475,2023.02.26 11:40:18,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6054&page=10
10,6053,[일반],올해 입결 어케됨?,ㅇㅇ,ㅇㅇ (210.205) 2023.02.24 22:40:23 스크랩 조회 468 추천 0 댓글 1,0,468,2023.02.24 22:40:23,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6053&page=10
10,6052,[일반],명찰 어디서 담??,박음질로 달아오라고 들었는데 - dc official App,ㅇㅇ (116.121) 2023.02.24 13:22:51 스크랩 조회 301 추천 0 댓글 4,0,301,2023.02.24 13:22:51,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6052&page=10
10,6051,[일반],기숙사 무조건 3시 나와야해??,토요일 ㅈ같네 ㅋㅋ,dd (223.62) 2023.02.24 10:49:20 스크랩 조회 245 추천 0 댓글 0,0,245,2023.02.24 10:49:20,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6051&page=10
10,6050,[일반],클래스가다른학원 어떰??,평고나온 아는형이 추천해줬는데 이름이 뭔가 이상한데 ㅋㅋ 여기 고려대 나온 수학선생님이 수학 개잘가르친다고 하는데 다녀본사람있음??,ㅇㅇ (59.8) 2023.02.24 10:40:20 스크랩 조회 616 추천 0 댓글 3,0,616,2023.02.24 10:40:20,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6050&page=10
10,6049,[일반],정시파이터 고3들,제발 자기 수준을 파악해서 인강을 듣자 개나소나 뭔 노베까지 현우진선생님 뉴런듣고있는거보면 한숨나옴 1타만쫓아가지말고 자기가 직접 오티들어보고 맛보기강의도 들어보자 자기한테 맞는쌤이 1타임 근데 탐구는 1타들어도 상관없는듯(내경험상) 그리고 디시 오르비같은 사이트에서 추천해주는거 참고만하고 맹신하지말자 - dc official App,ㅇㅇ (49.166) 2023.02.23 18:58:26 스크랩 조회 611 추천 6 댓글 0,6,611,2023.02.23 18:58:26,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6049&page=10
10,6047,[일반],기숙사 질문,3학년 때 기숙사는 2주에 1번 퇴사하는 게 밎나요?,. (116.37) 2023.02.13 10:36:01 스크랩 조회 446 추천 0 댓글 1,0,446,2023.02.13 10:36:01,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6047&page=10
10,6046,[일반],3학년 수업 어떰?,2학년이랑 별 차이 없음? 자습 별로 안 주고 방과후도 도움 안되고? 방과후 째는 게 낫나,ㅇㅇ (182.218) 2023.02.11 22:09:07 스크랩 조회 581 추천 0 댓글 3,0,581,2023.02.11 22:09:07,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6046&page=10
10,6045,[일반],질문,안상에서 중학교 전교5등안에 드는데 평고랑 신한고중에  어디갈까요?,ㅇㅇ (118.235) 2023.02.06 17:09:25 스크랩 조회 395 추천 0 댓글 3,0,395,2023.02.06 17:09:25,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6045&page=10
10,6043,[일반],입대 9일 전이누,혼노코 - dc official App,천원주면키스해주는놈 2023.02.04 21:49:33 스크랩 조회 415 추천 1 댓글 5,1,415,2023.02.04 21:49:33,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6043&page=10
10,6042,[일반],니들 올해는 평중에 수업받냐?,ㅈㄱㄴ - dc official App,ㅇㅇ (210.217) 2023.02.01 14:19:51 스크랩 조회 372 추천 0 댓글 0,0,372,2023.02.01 14:19:51,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6042&page=10
10,6041,[질문],평고 시험수준,2023년도 입학생입니다. 과목별로 시험수준이 어떤지 알려주시는 분있으면 감사하겠습니다. - dc official App,ㅇㅇ (112.151) 2023.01.31 21:10:50 스크랩 조회 834 추천 0 댓글 1,0,834,2023.01.31 21:10:50,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6041&page=10
10,6039,[일반],오늘 싱가포르 가는 평붕이만 개추,- dc official App,ㅇㅇ (106.101) 2023.01.30 11:34:10 스크랩 조회 486 추천 3 댓글 1,3,486,2023.01.30 11:34:10,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6039&page=10
10,6037,[일반],졸업사진 어지러운거 많네,ㄹㅇ..,ㅇㅇ (211.36) 2023.01.27 11:32:52 스크랩 조회 647 추천 1 댓글 4,1,647,2023.01.27 11:32:52,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6037&page=10
10,6036,[일반],이투스 기묘한 이야기,"이투스에 이쁜애 있다는 댓글에 공감하는 106.245... 그런데 작년얘기에 공감하는걸 보면 작년에 다녔다는건데,.. 나도 106.245다... 뭔가 이상하지 않은가... 그렇다... 106.245는 이투스 와이파이다... 본인은 평고 졸업 후 평고4학년을 여기서 보내고 있다... 점마는 그렇다면 이투스에서 2년째 보내고 있다는 것인가... 아니면 선생인걸까...? 혹여나 윈터를 다녔던 재수생인걸까? 진실은 저 너머에... 전자라면 빨리 이투스를 탈출해야겠다...",ㅇㅇ (106.245) 2023.01.27 11:32:20 스크랩 조회 951 추천 8 댓글 6,8,951,2023.01.27 11:32:20,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6036&page=10
10,6035,[일반],졸업식에 국회의원도 옴?,틀딱 학교답누,ㅇㅇ (106.101) 2023.01.27 10:50:45 스크랩 조회 517 추천 1 댓글 4,1,517,2023.01.27 10:50:45,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6035&page=10
10,6033,[질문],이투스 윈터다닌다 질문받는다 ㅇㅇ,이거 이투스아이피임,ㅇㅇ (106.245) 2023.01.26 12:21:55 스크랩 조회 562 추천 0 댓글 9,0,562,2023.01.26 12:21:55,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6033&page=10
10,6031,[일반],씨~~발 이런날 학교를 왜 가냐고,얼어 죽겠노 시발 진짜로,dasiima 2023.01.25 08:04:48 스크랩 조회 513 추천 0 댓글 1,0,513,2023.01.25 08:04:48,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6031&page=10
10,6030,[일반],이투스vs잇올,어디가 급식 더 맛있음?,ㅠㅠ (180.231) 2023.01.24 01:00:34 스크랩 조회 500 추천 0 댓글 3,0,500,2023.01.24 01:00:34,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6030&page=10
10,6029,[일반],개씨발ㅋㅋㅋ,삼촌새끼가 평고뽕 오지게 쳐집어넣어놔서 입학예정인데 좆됐노 갤보면 재수사관학교에 평중까지 버스도 업슨ㄴ데 씨발ㅋㅋㅋ 송탄가는거나 통학시간 똑같노,ㅁㅁ (210.204) 2023.01.23 01:33:43 스크랩 조회 452 추천 1 댓글 3,1,452,2023.01.23 01:33:43,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6029&page=10
10,6028,[일반],뭘찍던 의미없다는데,다른 학교는 왜 컨테이너 씀? 그리고 컨테이너가 솔직히 평중보단 나을텐데 ㅅㅂ,ㅁㅁ (210.204) 2023.01.23 01:25:58 스크랩 조회 313 추천 1 댓글 1,1,313,2023.01.23 01:25:58,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6028&page=10
10,6026,[일반],입학예정) 평중건물쓴다는데,ㄹㅇ입니까? 선배님들이 투표하신 결과래는데?,ㅁㅁ (221.163) 2023.01.22 11:24:24 스크랩 조회 650 추천 1 댓글 6,1,650,2023.01.22 11:24:24,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6026&page=10
10,6025,[일반],야투스247어떠냐,05 헌터 준비완료인데 - dc official App,병호메테우스 2023.01.21 21:05:38 스크랩 조회 307 추천 0 댓글 5,0,307,2023.01.21 21:05:38,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6025&page=10
10,6024,[일반],좆,같다씨발진짜,ㅇㅇ (175.223) 2023.01.18 09:16:00 스크랩 조회 227 추천 0 댓글 1,0,227,2023.01.18 09:16:00,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6024&page=10
10,6023,[일반],졸업했으니까 말하는건데 학교에서 디씨하는거좀 티내지망ㅋㅎ,졸업한지 1년되긴 했는데 갑자기 생각나서‘쓴다• 진짜 좆ㅂㅅㅓㅠㅠ 김현서 너말이야 친구한테 물어보니까 외대갔다능디 에타에 올려도 되나물라~ㅎ,ㅇㅇ (223.38) 2023.01.17 22:16:38 스크랩 조회 496 추천 0 댓글 0,0,496,2023.01.17 22:16:38,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6023&page=10
10,6022,[일반],07년생이다 질문받는다,ㅇㅇ - dc official App,김용명 2023.01.17 20:27:56 스크랩 조회 536 추천 0 댓글 7,0,536,2023.01.17 20:27:56,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6022&page=10
10,6021,[일반],기숙사에서 치킨 먹는 법 좀 ㅃㄹ,급함 노끈으로 치킨 매달아서 창문으로 땡겨오는 거 생각중인데 ㄱㄴ?,ㅇㅇ (61.77) 2023.01.17 18:06:03 스크랩 조회 663 추천 0 댓글 35,0,663,2023.01.17 18:06:03,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6021&page=10
10,6019,[일반],신한고 급식 별로임?,전에 랍스터 나왔다는데 좋은거 아니냐?,ㅇㅇ (210.223) 2023.01.14 16:41:47 스크랩 조회 484 추천 0 댓글 0,0,484,2023.01.14 16:41:47,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6019&page=10
10,6018,[일반],새벽피시방 졸업장 지참 ㄹㅇ임?,아직 졸업식 안한 평1붕이는 못함?,dasiima 2023.01.13 17:27:48 스크랩 조회 395 추천 0 댓글 2,0,395,2023.01.13 17:27:48,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6018&page=10
10,6017,[일반],오늘 성대 발표,했는데 내가 작년에 안좋아했던애 붙었다더라 기분이 ㅈ같음,ㅇㅇ (182.220) 2023.01.06 21:02:29 스크랩 조회 468 추천 3 댓글 2,3,468,2023.01.06 21:02:29,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6017&page=10
10,6016,[일반],04평붕이중에 외대오는애있냐,반갑다이기,대한통운 2023.01.06 19:10:39 스크랩 조회 487 추천 1 댓글 2,1,487,2023.01.06 19:10:39,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6016&page=10
10,6015,[일반],후배들아 안녕?,얼릉 졸업하고 고덕 와서 같이 와서 돈 벌자 ㅋㅋ 힘 많이 기르고,노가다 (39.7) 2023.01.05 21:13:15 스크랩 조회 412 추천 0 댓글 5,0,412,2023.01.05 21:13:15,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6015&page=10
10,6014,[일반],다들 어디갔냐,재수생들 여기여기 붙어라,ㅇㅇ (110.70) 2023.01.04 22:45:27 스크랩 조회 178 추천 2 댓글 0,2,178,2023.01.04 22:45:27,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6014&page=10
10,6012,[일반],새해 복 많이 받으라에요,난 흉이래 평붕이들도 해봐 https://mobile.twitter.com/twit_kon/status/1609322344677507077?t=SSCJ7Wh52_cSaAUXzLyaNQ&s=19 - dc official App,dasiima 2023.01.01 14:11:38 스크랩 조회 128 추천 0 댓글 1,0,128,2023.01.01 14:11:38,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6012&page=10
10,6011,[일반],첫글내가먹음.,캬캬,천원주면키스해주는놈 2023.01.01 00:38:17 스크랩 조회 239 추천 0 댓글 7,0,239,2023.01.01 00:38:17,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6011&page=10
11,6010,[일반],평고갤 다 죽었노...,"2019,2020이 ㄹㅇ 전성기였다 - dc official App",ㅇㅇ (223.38) 2022.12.30 19:55:13 스크랩 조회 346 추천 0 댓글 1,0,346,2022.12.30 19:55:13,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6010&page=11
11,6007,[일반],수능 끝나고 오랜만에 복귀,"대학도 붙었겠다 디씨도 지워버렸는데 오랜만에 보니까 재밌네ㅋㅋ 이젠 디씨보다 에타지ㅋㅋㄹ 이제 고3 되는 후배들도 시간 진짜 빨리 가니까 꾸준히 해봐, 최선을 다하고 2024년에 서울에서 봅시다",카구야장 2022.12.29 03:00:26 스크랩 조회 337 추천 0 댓글 5,0,337,2022.12.29 03:00:26,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6007&page=11
11,6006,[질문],잇올,잇올 쉬는시간마다 나와서 담배피기 ㄱㄴ?,ㅇㅇ (122.40) 2022.12.28 17:49:56 스크랩 조회 237 추천 0 댓글 1,0,237,2022.12.28 17:49:56,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6006&page=11
11,6005,[일반],공대갈꺼면 전전가자,취업짱,ㅇㅇ (221.153) 2022.12.27 01:30:51 스크랩 조회 231 추천 0 댓글 0,0,231,2022.12.27 01:30:51,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6005&page=11
11,6004,[일반],평고 수학시험 등급컷 어느정도 나와요?,고1 시험,ㅇㅇ (116.121) 2022.12.25 10:34:55 스크랩 조회 703 추천 1 댓글 6,1,703,2022.12.25 10:34:55,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6004&page=11
11,6003,[일반],1학년들 나만귀엽냐,커여움,ㅇㅇ (104.28) 2022.12.23 20:59:26 스크랩 조회 389 추천 0 댓글 0,0,389,2022.12.23 20:59:26,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6003&page=11
11,6002,[일반],선배님둘제2외국어 선착순임?,나 애기 신한 ㅠ - dc official App,ㅇㅇ (182.225) 2022.12.21 21:07:03 스크랩 조회 234 추천 1 댓글 1,1,234,2022.12.21 21:07:03,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6002&page=11
11,6001,[일반],독재학원 추천점,잇올이낳냐 이투스가낳냐. 이튜스는 친구들 많이 다니는디,ㅇㅇ (223.62) 2022.12.21 08:02:20 스크랩 조회 456 추천 0 댓글 7,0,456,2022.12.21 08:02:20,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6001&page=11
11,6000,[일반],요즘도 코핌 씀?,메일 보내면 추합 분석도 해줬었는데,ㅇㅇ (163.152) 2022.12.20 08:48:19 스크랩 조회 281 추천 0 댓글 2,0,281,2022.12.20 08:48:19,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=6000&page=11
11,5998,[일반],평고 제2 외국어,중국어 일본어중에 뭐 선택하는게 좋은건가요,ㅅㅎ (58.79) 2022.12.18 00:05:43 스크랩 조회 475 추천 1 댓글 8,1,475,2022.12.18 00:05:43,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=5998&page=11
11,5997,[일반],본인이 이미 대학생이면 개추 ㅋㅋ,ㅇㄷㄴㅂㅌ,ㅇㅇ (210.205) 2022.12.16 23:16:01 스크랩 조회 613 추천 19 댓글 1,19,613,2022.12.16 23:16:01,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=5997&page=11
11,5996,[일반],속보) 내년 신입생 내신컷,평택고 내신컷 대략 160정도,ㅇㅇ (110.70) 2022.12.16 16:17:01 스크랩 조회 726 추천 0 댓글 4,0,726,2022.12.16 16:17:01,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=5996&page=11
11,5995,[일반],1618학원 정보,니가 직접 상담해보렴.,ㅇㅇ (106.101) 2022.12.15 21:50:18 스크랩 조회 510 추천 0 댓글 3,0,510,2022.12.15 21:50:18,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=5995&page=11
11,5994,[일반],야 1618학원 아는 사람 정보좀,수업시간 어케 이루어짐?,ㅇㅇ (1.237) 2022.12.15 20:44:46 스크랩 조회 287 추천 0 댓글 0,0,287,2022.12.15 20:44:46,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=5994&page=11
11,5993,[일반],본인이 이미 붙은 수시충이면 개추ㅋㅋㅋ,일단 나부터 ㅋㅋ,ㅇㅇ (183.100) 2022.12.15 18:54:56 스크랩 조회 197 추천 4 댓글 0,4,197,2022.12.15 18:54:56,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=5993&page=11
11,5992,[일반],본인이 작년 추합 번호 찾아보며 기도중인 수시충이라면 개추 ㅋㅋㅋㅋ,ㅇㄷㄴㅂㅌ,관심주세요 (112.150) 2022.12.15 16:37:07 스크랩 조회 184 추천 2 댓글 1,2,184,2022.12.15 16:37:07,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=5992&page=11
11,5991,[일반],1618학원 수업 시간이 어케됨?,평일하고 주말 수업시간 답변 좀... 그리고 거기 좋음?,ㅇㅇ (1.237) 2022.12.14 13:25:27 스크랩 조회 229 추천 0 댓글 0,0,229,2022.12.14 13:25:27,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=5991&page=11
11,5990,[일반],평고에서도 지잡대 가냐?,레알?,ㅇㅇ (1.237) 2022.12.14 12:49:07 스크랩 조회 692 추천 0 댓글 4,0,692,2022.12.14 12:49:07,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=5990&page=11
11,5989,[일반],3학년들 요즘 뭐하냐,겜만하니까 현타 왔음 - dc official App,dasiima 2022.12.12 21:15:49 스크랩 조회 409 추천 0 댓글 5,0,409,2022.12.12 21:15:49,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=5989&page=11
11,5988,[질문],평고 뭔 학잠같은거 생김?,어떤놈이 뒤에 평고 써져있는 잠바 입고 다니는거 본거같은데,다이아이아 2022.12.12 12:49:17 스크랩 조회 509 추천 1 댓글 2,1,509,2022.12.12 12:49:17,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=5988&page=11
11,5987,[일반],이투스다니는 평갤럼임 질문하셈 고3인데 재수확정이라다닌다,ㅇㅇ,ㅇㅇ (223.62) 2022.12.11 11:13:49 스크랩 조회 440 추천 0 댓글 3,0,440,2022.12.11 11:13:49,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=5987&page=11
11,5986,[일반],이투스 얼마임?,다니는사람 알려줘봐,ㅇㅇ (106.101) 2022.12.10 14:01:48 스크랩 조회 471 추천 0 댓글 6,0,471,2022.12.10 14:01:48,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=5986&page=11
11,5985,[일반],브라질 개같이멸망 ㅋㅋ,꺼억,ㅇㅇ (112.154) 2022.12.10 02:47:15 스크랩 조회 113 추천 0 댓글 0,0,113,2022.12.10 02:47:15,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=5985&page=11
11,5984,[일반],이투스나 다니자 ㅅㅂ,조졋네,ㅇㅇ (223.62) 2022.12.09 21:22:07 스크랩 조회 198 추천 0 댓글 0,0,198,2022.12.09 21:22:07,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=5984&page=11
11,5983,[일반],국어 뭐냐 아 ㅋㅋ,왜 등급 내려가냐고 ㅋㅋ - dc official App,dasiima 2022.12.09 12:21:25 스크랩 조회 346 추천 0 댓글 5,0,346,2022.12.09 12:21:25,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=5983&page=11
11,5982,[일반],성균관대 오빠 미안해,내가 수능 망쳐서 괜히 시비걸고싶었어ㅜㅜ 용서해주길 바라,ㅇㅇ (106.101) 2022.12.09 11:41:26 스크랩 조회 260 추천 1 댓글 1,1,260,2022.12.09 11:41:26,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=5982&page=11
11,5980,[일반],성균관대 전전 붙은사람,본인이나 주변에 붙은사람 댓글다셈 잘챙겨줌,ㅇㅇ (221.153) 2022.12.09 09:43:08 스크랩 조회 378 추천 1 댓글 4,1,378,2022.12.09 09:43:08,https://gall.dcinside.com/mgallery/board/view/?id=pths&no=5980&page=11
