게시글번호,말머리,제목,내용,글쓴이,추천수,조회수,날짜,링크
13967,[일반],오만추 최고 아웃풋이,연대 의대라는데 맞냐? 예전에 어디서 들은것 같은데,ㅇㅇ 2026.03.15 10:52:40 스크랩 조회 279 추천 1 댓글 2,1,279,2026.03.15 10:52:40,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13967&page=10
13963,[일반],다이브,다이브가 국제교류 동아리라고 하는데 해외로 직접 나가기도 하나요?,오량인 (149.36) 2026.03.15 02:19:12 스크랩 조회 257 추천 6 댓글 3,6,257,2026.03.15 02:19:12,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13963&page=10
13962,[동아리],저 10인데,통계랑 데이터 쪽이면 라이프니츠가 최선인가요?,오량인 (221.158) 2026.03.15 02:04:49 스크랩 조회 306 추천 4 댓글 3,4,306,2026.03.15 02:04:49,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13962&page=10
13960,[일반],마음이 다급한 10을 위한 동아리 정리,"밑 내용 전에 주의사항 (해당 글은 절대 동아리 비하 및 비난 목적이 아님, 순수 신입생들을 위한 정보 제공), (불편한 내용 있으면 삭제 예정) ""좋은 동아리 간다고 잘한다"" ""안좋은 동아리 간다고 망했다 "" 만약 위 생각을 가진 친구라면 생각부터 고쳐먹어라 동아리는 언제나 환경일 뿐, 그 환경은 너네가 혼자서도 충분히 개선시킬 수 있다. (아님 말고... ㅋㅋ) [이과] 파인더 뭐 다른 글에서 보든 둔산동 학원에서 듣는, 어짜피 다들 쓸거 같으니까 패스 액트 sw면에선 파인더와 동급, 아니면 넘었을 수도 있음. sw로 3년 내내 밀게 확실한 친구들은 추천, hw는 인원이 적어져서 힘들어하는 거 같음, 근데 절대 무너질 일이 없으니까, 지원 필수 굿윌 최근 언급이 많아진 동아리, 모든 동아리는 암흑기를 겪기 때문에 오히려 올해 얼마나 회복할지 궁금한 동아리, 디시 글 읽고 무시하지말고 왠만하면 지원해라 크리에이터 난 여기 잘모름,,,, ㅈㅅ,,,,,, 안좋은게 아니라 진짜 몰라서 그래 댓글로 누가 도와줘,,,, 여기도 켄텍 달긴함 스테미너스 (KE) 즉, 켄텍 동아리 타이틀을 달게됨, 자연과학 분야 친구들은 추천, 나름 sw, hw도 있어서 활동 다양화 및 심화도 노려볼만함 링크 (전 법애정신) 지도교사 선생님이 내 기준 고트임, 작년에 교내 활동에서 눈에 띄는 친구들을 이번에 문이과 통합하는 과정에서 많이 데려감. 선배 인원이 많아져서 창업경진대회와 같이 단체로 나가는 대회 전망이 좋을 것 같음. 추천 날샘 대신고에 생명과학은 여기가 거의 유일, 운영도 잘됨, 단 걱정은 주요 활동이 스마트팜인데 이젠 너무 흔해진 생기부 주제가 될수도 있다 생각함. 알아서 판단 라이프니츠 통계, 데이터사이언스에 강한 동아리, 자기가 이과인데 진로가 잘안잡혔다면 여기 들어가서 여러 통계 분석하다가 진로 생기면 그 진로에 관한 통계 분석하면 됨, 이과 중에선 진로 폭이 넓을 수 있다 생각함 뮤테이션 의치한약수 노리고 모고 올1 뜨면 여기가라, ㅇㅇ 공부 못하는데 들어가면 활동 망할 수 있음 캡슐 화학 관련 진로는 ㄱㄱ, 나름 좋은 동아리 클라우드 지도교사 선생님이 학년 전체 코딩 교육 주도적으로 하심, 따라서 행특 밑 동아리 생기부 퀄리티 좋을 수 있음. 코딩 못하는 친구도 들어가면 코딩에 재능을 찾게 될 수 있는 동아리 공간디자인 건축에 관한 동아리 1등. 파인더와 메이커실에서 불편한 동거를 하는 동아리, 09 들어오고 여러 활동 잘 진행함, 디자인 활동이랑 책장 같은 것도 만들며 행동력도 좋음. 싸이빌 아주 먼 옛날 파인더격, 싸이빌 1대 지도교사가 대신고 ㄹㅈㄷ임. 올해 켄텍 달고 전망이 좋을 듯함. [문과] 굿윌 위 이과에서 확인 링크(법애정신) 위 이과에서 확인 원프레스 대신고 내에선 활동력이 많이 보여지는 동아리, 신문 제작, 잡지 제작, 나름 문과에선 높은 포지션 오량독서토론부, 오독토 독서의 밤 운영하는 곳, 독서 활동 좋아함. 닉값 제대로! (올해는 치킨 분배 잘하길) 다이브 내 개인 의견으론 문과 동아리 중 희귀한 생기부를 쓸 수 있는 좋은 동아리, 국제교류 및 영어에 관심이 많으면 무조건 추천 DCN 흔히 일반고에서 부르는 방송부 느낌임 패스 파인더 생기부 면에선 문과 파인더라고 부를 수 있을 만큼 좋음 (참고로 패파가 파인더보다 먼저 파인더 이름을 썼다나?) 상경이면 무조건 추천, 09 회장도 나름 야무짐 도일 모의 유엔 포스터 걸려있는 거 몇번 봄, 계속 걸리는 거 보면 나름 잘 운영하는 듯.추천 교집합 시대상의 흐름으론 멸종위기종인 교육 동아리, 근데 유지가 되고 나름 잘 운영됨, 교사 목표 친구들은 무조건 추천. 09 회장 야무짐",신입생도우미 2026.03.15 01:52:50 스크랩 조회 957 추천 14 댓글 7,14,957,2026.03.15 01:52:50,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13960&page=10
13958,[동아리],모두 다이브에 합류하라,ㅇㅇ,오량인 (221.158) 2026.03.15 01:31:38 스크랩 조회 238 추천 5 댓글 1,5,238,2026.03.15 01:31:38,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13958&page=10
13957,[일반],10인데 오만추 여기는 뭐하는 곳인가요? 들어가면 학교생활 끝나나요?,1,ㅌㅌㄹㄹ 2026.03.15 01:19:44 스크랩 조회 296 추천 0 댓글 7,0,296,2026.03.15 01:19:44,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13957&page=10
13956,[정보],동아리 고민하는 10들,"지금 동아리 지원을 어떻게 해야할 지 고민하는데 진정성 있게 내가 뭘 하려고 하는가부터 생각하고 작성해보셈 솔직히 동아리 다 떨어져도 대학 가는데 지장있는거 아님 내 이야기 좀 들려주자면 동아리 지원할 때 액트, 파인더, 크리, 날쌤, 아멘, 패파(이과 있길래 지원함), 클라우드 이렇게 지원했었음. 그래서 크리, 클라우드만 면접 붙었고 나머지는 다 떨여졌는데, 어떻게 하지 ㅈㄴ 고민했음 크리 면접은 유니티로 겜 만들고 했던거 어떻게 만들었는지 어떻게 배운지 물어봤었음 근데 뭔가 내 역량이 많이 부족해보였는지 크리 면접 떨어져서 클라우드 감 클라우드는 그때 2학년이 없어서 쌤이랑 얘기했는데, 면접은 별거 없었음 ㅇㅇ 그 뒤로 학교에서 지원하는 행사 대부분 참여하고, 반딧불이에서 ㅅㅅㄱ 선배한테 경사하강법 배우면서 탐구 공부 시작하고, 액트, 파인더 SW 애들이랑 친해져서 대회 같이나가고 자율동아리 만들어서 활동했음 그랬더니 12월 말 1월초에 액트, 파인더에서 추가모집 했었는데 파인더 추가모집 하고, 액트에서 추가모집 했었는데 파인더 합격하고 액트도 합격해서 파인더에서 잠깐 있다가 액트 가서 열심히 살고 있음 결론은 동아리 다 떨어져도 자기만 ㅈㄴ 열심히 한다면 뭐든 다 할 수 있고 자기 노력한 만큼 결과가 나온다는 거임 10애들 동아리 지원 열심히 하고 다 떨어져서 낙담하지 말고 대신고 생활 열심히 해라 물어볼거나 질문할거 있으면 적극적으로 물어보도록 하셈 카톡 오픈프로필로 질문하고 싶으면 내 갤로그 들어와서 질문하셈",CloudR 2026.03.15 00:51:43 스크랩 조회 394 추천 5 댓글 4,5,394,2026.03.15 00:51:43,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13956&page=10
13955,[일반],스테미너스,여기 2024년에 동아리 최우수상이라던데 최우수상이면 몇등인건가요?? 그리고 스템은 2025년 동아리상은 왜 없죠??,오량인 (104.28) 2026.03.15 00:51:24 스크랩 조회 366 추천 1 댓글 15,1,366,2026.03.15 00:51:24,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13955&page=10
13954,[일반],요즘 DC 동아리 관련 글 특,"요즘 DC글 보면 동아리 이야기 나올때 꼭 맨날 까이는 동아리가 있음,  바로 굿윌인데, 옛날에는 파엑굿이라고 불리는 괜찮은 시기가 있었는데 요즘 들어 심하게 욕을 먹고 DC 동아리 관련 내용의 50% 이상이 거의 다 굿윌 욕임. 솔직히 작년에 이야기 많이 나오고 논란 좀 있었던 것들을 개개인의 입장 차이가 있다고 보지만 이제 09 굿윌 애들이 주축으로 열심히 활동 준비하고 다시 민심 회복하려고 노력하고 있는데 그것도 모르고 굿윌이라는 동아리 자체를 욕하고 있는 애들이 존나 한심함... 솔직히 내가 다른 동아리 소속이지만 DC에서 지난 일 가지고 그 이후에 동아리 들어와서  열심히 노력하는 애들까지 피해보도록 욕하는 상황이 이해가 안 간다. 진짜 불만 있으면 굿윌 애들한테 대면으로 이야기해라. 익명성 뒤에 숨어서 이야기 하는 한심한 놈들아, 얼마나 심하면 선생님이 09 애들한테 너무 심한 저격이나 욕을 하지말라고 백암관에서 이야기까지 하겠냐. 제발 다른 동아리 욕 좀 그만하고 너희들 인생이나 열심히 살아라. 그리고 새로 들어오는 10 신입들한테 당부하자면 DC글 때문에 잘 모르는 동아리들 욕하지 좀 마라. 아무것도 모르고 다른 사람이 욕한다고 해서 따라는 하는 행동이 제일 ㅂㅅ같은 짓이다.",오량인 (112.149) 2026.03.15 00:36:33 스크랩 조회 540 추천 14 댓글 17,14,540,2026.03.15 00:36:33,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13954&page=10
13953,[일반],동아리 지원서 때매 밤새 힘든,"10들에게, 물어봐 괜히 입학 초부터 6떨 경험하지 말고 참고로 난 어떤 동아리 어떤 역할임 니들이 모를만한 동아리는 아니니 믿어보삼",신입생도우미 2026.03.15 00:13:15 스크랩 조회 323 추천 1 댓글 10,1,323,2026.03.15 00:13:15,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13953&page=10
13952,[일반],얘들아 소프트웨어 지원좀해라,존나빈집이노ㅋㅋ,오량인 (211.230) 2026.03.15 00:09:25 스크랩 조회 224 추천 0 댓글 3,0,224,2026.03.15 00:09:25,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13952&page=10
13951,[일반],동아리 지원서 질문,동아리 지원서 작성중인데 길고 정성스럽게 작성하면 좋다고 하시는것 같은데... 한 문항당 어느정도 글자 수인지 알 수 있을까요?,오량인 (121.183) 2026.03.14 23:58:23 스크랩 조회 195 추천 0 댓글 3,0,195,2026.03.14 23:58:23,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13951&page=10
13950,[일반],문과면 이거봐라,동아리에 고민인 10 문과 친구들에게 - 대전대신고 마이너 갤러리 시작하기에 앞서 본인은 09 문과임.나도 학기 시작하면서 이과 동아리에 비해 수가 매우 적은 문과 동아리에 대해서 많은 고민을 했던 기억이 있음. 그래서 올해 들어오는 신입생 친구들이 조금이라도 도움이 됐으면 해서 글 gall.dcinside.com https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13862&page=2,오량인 (220.123) 2026.03.14 23:52:33 스크랩 조회 214 추천 2 댓글 0,2,214,2026.03.14 23:52:33,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13950&page=10
13949,[일반],10인데,또래상담 어떰 - dc official App,오량인 (106.101) 2026.03.14 23:44:12 스크랩 조회 186 추천 1 댓글 2,1,186,2026.03.14 23:44:12,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13949&page=10
13943,[일반],문과 동아리,안녕하세요 54기 신입생입니다. 제가 문과쪽 동아리에 지원하려 하는데 경영/경제 쪽 문과 동아리 추천 부탁드립니다. 경영 경제 아니여도 추천해주시면 감사하겠습니다. 아 그리고 동아리 지원 개수는 제한이 없는ㄴ건가요?,오량인 (125.191) 2026.03.14 20:22:21 스크랩 조회 236 추천 0 댓글 2,0,236,2026.03.14 20:22:21,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13943&page=11
13942,[동아리],동아리 지원하는거 개수 제한이 없나요?,- dc official App,오량인 (223.39) 2026.03.14 19:52:51 스크랩 조회 226 추천 0 댓글 3,0,226,2026.03.14 19:52:51,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13942&page=11
13948,[일반],10인데 다이브 어떤가요?,"상경계열 희망하고 있습니다. 다이브가 문과 동아리인건 알고 있는데, 상경으로서 괜찮을까요?",맹꽁이가살아요 2026.03.14 22:45:52 스크랩 조회 295 추천 7 댓글 7,7,295,2026.03.14 22:45:52,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13948&page=11
13944,[일반],얘들아 활동대충해라,07인데 올해는 꼭 대학가고싶다ㅅㅂ,ㅇㅇ (211.235) 2026.03.14 20:57:34 스크랩 조회 313 추천 0 댓글 4,0,313,2026.03.14 20:57:34,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13944&page=11
13947,[일반],파액굿/파액스 정리,"우선 본인은 파액 둘 중 하나 소속이다. 소신발언하자면 애새끼들 실력 다 거기서 거기다. 물론 잘하는 애들도 있긴한데 극소수고, 디시에서 말하는 것처럼 스테가 핀더랑 격차가 ㅈㄴ 크다거나 그렇지 않다. 상 많이 받는다고 실력있고 좋은 동아리는 아니라고 생각하고, 굿윌이 ㅈㄴ 까이는걸 볼 수 있는데 08 회장의 ㄹㅈㄷ 폐급짓때문에 이미지 나락가고 주요인원 빠진건 맞는데 그래서 09가 ㅂㅅ이냐?라고 하면 딱히 아니라고 생각한다. 그래서 파액스인가요 파액굿인가요 한다면 이과동아리로는 스가 이긴것 같긴하다 결론: 동아리는 다 써보고 꼴리는곳 ㄱㄱ",오량인 (223.39) 2026.03.14 22:38:14 스크랩 조회 299 추천 7 댓글 3,7,299,2026.03.14 22:38:14,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13947&page=11
13941,[일반],굴다리에 락카 원래 있었음?,처음 보는데,오량인 (106.101) 2026.03.14 13:55:28 스크랩 조회 272 추천 3 댓글 3,3,272,2026.03.14 13:55:28,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13941&page=11
13946,[일반],디시글 수위 관리해야하지 않음?,"https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=12086&exception_mode=notice&page=1 대신고 마이너 갤러리 글삭 규칙 개정판 - 대전대신고 마이너 갤러리 &lt;대마갤 게시글 및 댓글에 대한 삭제 기준 공지&gt;  - 대전대신고 마이너 갤러리이전 주딱(daeshin771)님의 부재로 인해, 오늘 부로 새 주딱을 맡게 된 ㅇㅇ입니다.최근 들어 많이 잠잠 gall.dcinside.com 지금 특정인물이 명예훼손 수준으로 열람주의 탭도 안쓰고 욕먹는 것 같은데 점점 과열 되는 거 보여서 공지나 글삭 한번 해야할 듯 완장 좀 뽑고 슬슬 관리 들 어 가 야 할 듯 안그럼 제2의 대마갤 폭파가 이루어 질 것 같아 두렵다....",비큐 2026.03.14 22:34:18 스크랩 조회 409 추천 10 댓글 1,10,409,2026.03.14 22:34:18,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13946&page=11
13945,[일반],오만추,들어가기 어렵노 ㅜㅜ,오량인 (123.215) 2026.03.14 21:33:16 스크랩 조회 207 추천 1 댓글 2,1,207,2026.03.14 21:33:16,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13945&page=11
13938,[일반],3대 사이언스,회장 각각 누구임?,오량인 (116.125) 2026.03.14 12:00:00 스크랩 조회 313 추천 2 댓글 2,2,313,2026.03.14 12:00:00,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13938&page=11
13937,[일반],10동아리,"안녕하십니까 선배님들, 이번에 입학한 54기입니다 현재 진로는 sw쪽으로 정하긴했는데 아직 c언어같은건 아무것도 모르는 개노베고 파이썬도 방학때 조금씩 해보긴했는데 아직 잘 모르는 노베여서그런데 이렇게 노베인 애들도 뽑아주시나요.? 가서 열심히 할 열정은 매우 있습니다 액트랑 크리랑 스템생각하고있습니다..",오량인 (1.245) 2026.03.14 11:45:07 스크랩 조회 381 추천 4 댓글 8,4,381,2026.03.14 11:45:07,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13937&page=11
13936,[질문],10인데 대회 질문잇어요,한사챌이라는 대회가 담주 화요일날 무슨 강의한다 그랬던거 같은데 이 대회가 혹시 얼마나 큰건지 알수 있을까요? 그리고 저희 학교에서 수상하신분은 누구누구 있나요 그분들이 와서 강의해주시는 건가요? 핑프라 죄송합니다ㅠㅠ,오량인 (106.101) 2026.03.14 10:58:32 스크랩 조회 535 추천 0 댓글 13,0,535,2026.03.14 10:58:32,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13936&page=11
13935,[일반],10들아 읽어라,"동아리 지원 3월 17일까지고 https://2026dongari.notion.site/?v=ce1f4a157ead41b38cfd7753bab4fa3b 이 노션 링크에 동아리 포스터들 있고 포스터 내에 신청 QR 있고 노션에 있는 영상 링크는 작년 꺼니까 대신고 유튜브 들어가서 홍보 영상 보고 월, 화에 임원진들이 1학년 반 들어가서 홍보도 할거고 자소서는 무조건 길고 꼼꼼히, 진로 자세히, 탐구 역량, 공동체 역량 중요하다",IK (121.159) 2026.03.14 03:01:27 스크랩 조회 572 추천 16 댓글 0,16,572,2026.03.14 03:01:27,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13935&page=11
13933,[일반],작년 지원자 1등 어디였지,날샘이랑 스테가 좀 많았는데,오량인 (211.246) 2026.03.14 01:29:58 스크랩 조회 345 추천 0 댓글 3,0,345,2026.03.14 01:29:58,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13933&page=11
13934,[일반],뮤테이션 모집 13일까지던데 끝났나요ㅜㅜ,수련회 다녀와서 정신차리고 보니 13일마감이네요. 지원 못하나요?,오량인 (58.77) 2026.03.14 01:56:10 스크랩 조회 324 추천 0 댓글 2,0,324,2026.03.14 01:56:10,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13934&page=11
13932,[일반],동아리 지원기간,3월 17일까지야 (다음주 화요일) 일정 바뀐걸 학생회가 공지안함;;;;;;,오량인 (123.215) 2026.03.14 01:21:15 스크랩 조회 354 추천 3 댓글 3,3,354,2026.03.14 01:21:15,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13932&page=11
13931,[일반],내년엔 좀,"https://youtu.be/MJnZ_scpkOI?si=UjCkg5-uQzlVp635 [동아리홍보] CAPSULE : 미친 선배들과 함께하는 활동하기 좋은 동아리 캡슐에서 다양한 활동을 심도있게! 1. 분야별 진로/내신 상담과 이에 따른 심화 활동 기획   진행!(선배의 가이드와 적극적인 도움!)2. 카카오톡과 디스코드를 병행하여 차별화된 소통 접근성!(디스코드에서 아이디어와 피드백, 회의를 즉각적으로 진행)3. 동아리 원의 모든 진로를 존... youtu.be https://youtu.be/lP8O6N3Z55I?si=7zEAg1EnygJWG9IV [2024 동아리 홍보] 24년도 크리에이터 홍보영상 | Creator - 「Bling-Bang-Bang-Born」 YouTube에서 마음에 드는 동영상과 음악을 감상하고, 직접 만든 콘텐츠를 업로드하여 친구, 가족뿐 아니라 전 세계 사람들과 콘텐츠를 공유할 수 있습니다. youtu.be 이런 감성 좀 다시 보면안되나 이번엔 죄다 캡컷이네ㅠ - dc official App",오량인 (121.159) 2026.03.14 00:16:03 스크랩 조회 291 추천 6 댓글 1,6,291,2026.03.14 00:16:03,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13931&page=11
13930,[일반],10인데 왜 파액굿 파액굿 하는건가요?,세움이 제일 좋아보이던데.. 세움 액트 스테 세액스 아닌가요?,오량인 (106.101) 2026.03.13 22:25:35 스크랩 조회 570 추천 26 댓글 6,26,570,2026.03.13 22:25:35,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13930&page=11
13928,[동아리],10 동아리질문있슴다,이과(공학계열) 동아리중에 어떤 동아리가 괜찮은지 잘 모르겠습니다. 오늘까지 지원이던데 추천해주시면 감사하겠습니다 - dc official App,오량인 (121.153) 2026.03.13 21:32:21 스크랩 조회 404 추천 1 댓글 10,1,404,2026.03.13 21:32:21,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13928&page=11
13924,[일반],주딱 글 안거르냐,오량의 성전까진 재밌었는데 너무 뇌절임 논리도 없고,오량인 (222.114) 2026.03.13 18:02:31 스크랩 조회 314 추천 4 댓글 6,4,314,2026.03.13 18:02:31,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13924&page=11
13926,[질문],안넝하세요 선배님들 학교계정 관련 질문 있습니다,학교계정으로 마이크로소프트 파워포인트 로그인하면 따로 유료결제 안해도 되나요?? 그리고 문과인데 원프 좋을까요? 일단 6장 꽉채워서 낼 예정임다 가능하시면 상경부문 동아리도 추천부탁드립니다 - dc official App,오량인 (223.39) 2026.03.13 19:11:58 스크랩 조회 287 추천 0 댓글 3,0,287,2026.03.13 19:11:58,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13926&page=11
13925,[일반],10입니다 야자문의드립니다,16일부터 야자한다고 합니다 주중에 한번은 학원간다고하면 빼준다고 했던거같은데 샘한테 얘기하면 바로 뺄수있나요? 학원시간이 9시여도 저녁야자 안하고 나올수 있나요?,오량인 (39.119) 2026.03.13 19:11:34 스크랩 조회 284 추천 0 댓글 2,0,284,2026.03.13 19:11:34,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13925&page=11
13929,[일반],뜬금 빨래 질문,1학년입니다. 무작정 야구 점퍼 빨아서 팔이 핑크색으로 물들었는데 이거 어떻게 세탁하는거죠,오량인 (58.29) 2026.03.13 21:41:41 스크랩 조회 229 추천 3 댓글 0,3,229,2026.03.13 21:41:41,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13929&page=11
13927,[일반],자주반 자료 유출,자꾸 누가 하는거임?,오량인 (58.121) 2026.03.13 19:35:55 스크랩 조회 449 추천 1 댓글 2,1,449,2026.03.13 19:35:55,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13927&page=11
13923,[일반],내 아랫글 반박,"일단 나는 저 ㄳㄲ가 웹사이트 못만든다고 지랄한 클라우드인데 작년 지원인원 말해드림 스테:100명 초반이상 크리:100명 이상 (여기는 못하는 애들도 성실도 어필하면 붙을수있는곳임) 파인더:80명이상 액트:80이상 (참고로 파액은 잘하는 애들만 붙음+면접때 이론관련 지식물어보고 그거 대답못하면 바로 컷) 굿윌:30명내외 (그냥 글자수만 gpt돌려서 채운 임원진,부원들이 대부분 포진) +내 친구중에 굿윌버리고 플컴간애도 있는데 차라리 굿윌말고 플컴을 가라 그정도로 굿윌이 ㅈ밥이다 대부분의 굿윌의 역할은 플컴으로 넘어감 플컴에 전교회장단 + 동자부 차장 및 학생회 대부분 포진 +학교 행사운영 이런거 많이하는데 굿윌이 그냥 ㅈㄴ밀렸다 진심 굿윌 30명지원했던거 맞고 지나가는 선배한테 물어봐도 작년 굿윌 30명지원한거 다 아는 사실인데 디시에서 100명이라고 구라치는거 보니까 존나 한심하다 굿-윌 그냥 나같으면 굿윌말고 차라리 클라우드 or 아멘간다",오량인 (104.28) 2026.03.13 17:52:10 스크랩 조회 321 추천 6 댓글 4,6,321,2026.03.13 17:52:10,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13923&page=11
13922,[일반],10들아 웹사이트 없는 SW동아리는 걸러라,진짜 구라안까고 웹사이트 못만들거나 만들 깜냥이 안돼서 못만드는거니까 굳이 가서 코딩같은거 못배우고 하지말고 참고로 난 굿윌이긴한데 굿윌이 문과동아리지만 웹사이트정도는 가지고있는 SW친구들도 올만한 동아리다 참고로 크리나 스테? 이런 개 ㅈ밥동아리말고 굿윌와라 진짜 디시에서 지랄하는 새끼들이 여론조작하는거고 작년지원 100명넘었고 얘네들이 조작하는거다 나같은 경우에는 파인더랑 액트버리고 굿윌선택했다 바이럴 아니고 진짜 사실만 전달하는거다 비추는 무시해라 10들아,오량인 (59.26) 2026.03.13 17:45:03 스크랩 조회 385 추천 2 댓글 2,2,385,2026.03.13 17:45:03,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13922&page=11
13921,[일반],요즘 핫한 ㄱㅅㅎ,3학년 몇반임?,오량인 (1.245) 2026.03.13 14:25:11 스크랩 조회 490 추천 1 댓글 1,1,490,2026.03.13 14:25:11,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13921&page=11
13916,[일반],동아리,모델로지아 메인 등등 다 어디감,오량인 (59.26) 2026.03.13 01:58:10 스크랩 조회 362 추천 0 댓글 3,0,362,2026.03.13 01:58:10,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13916&page=11
13920,[일반],클라우드 질문 올립니다,영상에 천만원 상당의 활동 지원금 준다는디 진짠가요,오량인 (14.50) 2026.03.13 09:37:17 스크랩 조회 315 추천 0 댓글 5,0,315,2026.03.13 09:37:17,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13920&page=11
13917,[일반],07 굿윌이었는데,내가 사랑했던 동아리가 욕 먹으니까 슬프다 ㅠㅠ 본인 나갈 때랑 분위기가 얼마나 바뀌었는지 감도 안 옴..,오량인 (112.160) 2026.03.13 02:40:08 스크랩 조회 499 추천 10 댓글 1,10,499,2026.03.13 02:40:08,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13917&page=11
13918,[일반],ㄱㅅㅎ은 왜,ㄱXㅎ은 왜 학교 복장 생활규정 무시하고 코트만 입고 다니시는지 여쭙는걸 물어봐도 되는지 허락받아도 되겠습니까?? XㅅX는 왜 학교 생활규정 ㅈ까고 야잠이고 마이고 다 던지고 후드집업만 입고다니시는지 여쭙는걸 물어봐도 되는지 허락받아도 되겠습니까????????,오량인 (14.50) 2026.03.13 08:46:15 스크랩 조회 699 추천 14 댓글 2,14,699,2026.03.13 08:46:15,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13918&page=11
13915,[일반],혼란을 틈타 동아리 홍보,많관부~,CloudR 2026.03.13 00:55:16 스크랩 조회 622 추천 15 댓글 1,15,622,2026.03.13 00:55:16,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13915&page=11
13914,[일반],근데 09중에,굿윌로 영입되는 애들은 뭐임? 세뇌교육인가 원프애들 많이 뺏겼더만,오량인 (58.224) 2026.03.13 00:47:45 스크랩 조회 359 추천 5 댓글 0,5,359,2026.03.13 00:47:45,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13914&page=11
13913,[일반],몰폰중인 1학년인데요,"크리,스테,날샘중에 어디가는게 나을까요 SW임 파인더랑 액트는 붙을 자신이 없네여",오량인 (211.230) 2026.03.13 00:22:17 스크랩 조회 398 추천 1 댓글 3,1,398,2026.03.13 00:22:17,https://gall.dcinside.com/mgallery/board/view/?id=daeshinhigh&no=13913&page=11
