페이지,게시글번호,말머리,제목,내용,글쓴이,추천수,조회수,날짜,링크
2,1893,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 21:55:58 스크랩 조회 13 추천 0 댓글 0,0,13,2025.12.26 21:55:58,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1893&page=2
2,1892,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 21:49:05 스크랩 조회 19 추천 0 댓글 0,0,19,2025.12.26 21:49:05,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1892&page=2
2,1891,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 21:47:45 스크랩 조회 16 추천 0 댓글 0,0,16,2025.12.26 21:47:45,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1891&page=2
2,1890,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 21:46:26 스크랩 조회 15 추천 0 댓글 0,0,15,2025.12.26 21:46:26,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1890&page=2
2,1889,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 21:45:05 스크랩 조회 9 추천 0 댓글 0,0,9,2025.12.26 21:45:05,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1889&page=2
2,1888,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 21:43:45 스크랩 조회 23 추천 0 댓글 0,0,23,2025.12.26 21:43:45,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1888&page=2
2,1887,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 07:01:45 스크랩 조회 19 추천 0 댓글 0,0,19,2025.12.26 07:01:45,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1887&page=2
3,1886,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 07:00:25 스크랩 조회 18 추천 0 댓글 0,0,18,2025.12.26 07:00:25,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1886&page=3
3,1885,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 06:59:05 스크랩 조회 11 추천 0 댓글 0,0,11,2025.12.26 06:59:05,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1885&page=3
3,1884,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 06:57:45 스크랩 조회 17 추천 0 댓글 0,0,17,2025.12.26 06:57:45,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1884&page=3
3,1883,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 06:56:25 스크랩 조회 12 추천 0 댓글 0,0,12,2025.12.26 06:56:25,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1883&page=3
3,1882,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 06:55:05 스크랩 조회 18 추천 0 댓글 0,0,18,2025.12.26 06:55:05,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1882&page=3
3,1881,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 06:53:44 스크랩 조회 18 추천 0 댓글 0,0,18,2025.12.26 06:53:44,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1881&page=3
3,1880,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 06:52:23 스크랩 조회 14 추천 0 댓글 0,0,14,2025.12.26 06:52:23,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1880&page=3
3,1879,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 06:51:02 스크랩 조회 15 추천 0 댓글 0,0,15,2025.12.26 06:51:02,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1879&page=3
3,1878,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 06:49:41 스크랩 조회 8 추천 0 댓글 0,0,8,2025.12.26 06:49:41,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1878&page=3
3,1877,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 06:48:20 스크랩 조회 18 추천 0 댓글 0,0,18,2025.12.26 06:48:20,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1877&page=3
3,1876,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 06:46:59 스크랩 조회 15 추천 0 댓글 0,0,15,2025.12.26 06:46:59,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1876&page=3
3,1875,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 06:45:38 스크랩 조회 16 추천 0 댓글 0,0,16,2025.12.26 06:45:38,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1875&page=3
3,1874,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 06:44:17 스크랩 조회 13 추천 0 댓글 0,0,13,2025.12.26 06:44:17,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1874&page=3
3,1873,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 06:41:39 스크랩 조회 17 추천 0 댓글 0,0,17,2025.12.26 06:41:39,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1873&page=3
3,1872,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 06:40:08 스크랩 조회 14 추천 0 댓글 0,0,14,2025.12.26 06:40:08,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1872&page=3
3,1871,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 06:38:47 스크랩 조회 10 추천 0 댓글 0,0,10,2025.12.26 06:38:47,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1871&page=3
3,1870,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 06:37:16 스크랩 조회 21 추천 0 댓글 0,0,21,2025.12.26 06:37:16,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1870&page=3
3,1869,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 06:35:56 스크랩 조회 15 추천 0 댓글 0,0,15,2025.12.26 06:35:56,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1869&page=3
3,1868,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 06:34:36 스크랩 조회 13 추천 0 댓글 0,0,13,2025.12.26 06:34:36,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1868&page=3
3,1867,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 06:33:16 스크랩 조회 9 추천 0 댓글 0,0,9,2025.12.26 06:33:16,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1867&page=3
3,1866,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 06:31:55 스크랩 조회 16 추천 0 댓글 0,0,16,2025.12.26 06:31:55,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1866&page=3
3,1865,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 06:30:35 스크랩 조회 13 추천 0 댓글 0,0,13,2025.12.26 06:30:35,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1865&page=3
3,1864,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 06:29:15 스크랩 조회 11 추천 0 댓글 0,0,11,2025.12.26 06:29:15,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1864&page=3
3,1863,,듀ㅠ,ㅘㅊ,노무현. 2025.12.26 06:27:55 스크랩 조회 17 추천 0 댓글 0,0,17,2025.12.26 06:27:55,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1863&page=3
3,1862,,고3들,26 적백 몇명?,중갤러 (220.86) 2025.12.24 22:55:17 스크랩 조회 135 추천 1 댓글 0,1,135,2025.12.24 22:55:17,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1862&page=3
3,1861,,듀ㅠ,ㅘㅊ,노무현. 2025.12.24 22:07:22 스크랩 조회 23 추천 0 댓글 0,0,23,2025.12.24 22:07:22,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1861&page=3
3,1860,,듀ㅠ,ㅘㅊ,노무현. 2025.12.24 22:06:01 스크랩 조회 20 추천 0 댓글 0,0,20,2025.12.24 22:06:01,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1860&page=3
3,1859,,듀ㅠ,ㅘㅊ,노무현. 2025.12.24 22:04:41 스크랩 조회 17 추천 0 댓글 0,0,17,2025.12.24 22:04:41,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1859&page=3
3,1858,,듀ㅠ,ㅘㅊ,노무현. 2025.12.24 22:03:21 스크랩 조회 17 추천 0 댓글 0,0,17,2025.12.24 22:03:21,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1858&page=3
3,1857,,듀ㅠ,ㅘㅊ,노무현. 2025.12.24 22:02:01 스크랩 조회 22 추천 0 댓글 0,0,22,2025.12.24 22:02:01,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1857&page=3
3,1856,,듀ㅠ,ㅘㅊ,노무현. 2025.12.24 22:00:41 스크랩 조회 14 추천 0 댓글 0,0,14,2025.12.24 22:00:41,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1856&page=3
3,1855,,듀ㅠ,ㅘㅊ,노무현. 2025.12.24 21:59:20 스크랩 조회 16 추천 0 댓글 0,0,16,2025.12.24 21:59:20,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1855&page=3
3,1854,,듀ㅠ,ㅘㅊ,노무현. 2025.12.24 21:47:57 스크랩 조회 21 추천 0 댓글 0,0,21,2025.12.24 21:47:57,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1854&page=3
3,1853,,듀ㅠ,ㅘ,노무현. 2025.12.24 21:46:37 스크랩 조회 41 추천 0 댓글 0,0,41,2025.12.24 21:46:37,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1853&page=3
3,1852,,최강록 중산고 졸업생이시던데,와서 급식 해주시면 좋겠노,ㅇㅇ (223.38) 2025.12.24 14:31:49 스크랩 조회 520 추천 4 댓글 0,4,520,2025.12.24 14:31:49,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1852&page=3
3,1849,,유ㅠ,ㅘㅊ,노무현. 2025.12.23 23:59:58 스크랩 조회 28 추천 0 댓글 0,0,28,2025.12.23 23:59:58,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1849&page=3
3,1848,,유ㅠ,ㅘㅊ,노무현. 2025.12.23 23:58:38 스크랩 조회 18 추천 0 댓글 0,0,18,2025.12.23 23:58:38,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1848&page=3
3,1847,,유ㅠ,ㅘㅊ,노무현. 2025.12.23 23:57:18 스크랩 조회 18 추천 0 댓글 0,0,18,2025.12.23 23:57:18,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1847&page=3
3,1846,,유ㅠ,ㅘㅊ,노무현. 2025.12.23 23:55:58 스크랩 조회 10 추천 0 댓글 0,0,10,2025.12.23 23:55:58,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1846&page=3
3,1845,,유ㅠ,ㅘㅊ,노무현. 2025.12.23 23:54:37 스크랩 조회 18 추천 0 댓글 0,0,18,2025.12.23 23:54:37,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1845&page=3
3,1844,,듀ㅠ,ㅘㅊ,노무현. 2025.12.23 23:35:21 스크랩 조회 17 추천 0 댓글 0,0,17,2025.12.23 23:35:21,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1844&page=3
3,1843,,유ㅠ,ㅘㅊ,노무현. 2025.12.23 23:34:36 스크랩 조회 19 추천 0 댓글 0,0,19,2025.12.23 23:34:36,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1843&page=3
3,1842,,유ㅠ,ㅘㅊ,노무현. 2025.12.23 23:33:51 스크랩 조회 15 추천 0 댓글 0,0,15,2025.12.23 23:33:51,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1842&page=3
3,1841,,유ㅠ,ㅘㅊ,노무현. 2025.12.23 23:32:51 스크랩 조회 14 추천 0 댓글 0,0,14,2025.12.23 23:32:51,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1841&page=3
3,1840,,유ㅠ,ㅘㅊ,노무현. 2025.12.23 23:32:00 스크랩 조회 78 추천 0 댓글 1,0,78,2025.12.23 23:32:00,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1840&page=3
3,1839,,유ㅠ,ㅘㅊ,노무현. 2025.12.23 23:31:06 스크랩 조회 14 추천 0 댓글 0,0,14,2025.12.23 23:31:06,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1839&page=3
3,1838,,유ㅠ,ㅘㅊ,노무현. 2025.12.23 23:29:31 스크랩 조회 20 추천 0 댓글 0,0,20,2025.12.23 23:29:31,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1838&page=3
3,1837,,유ㅠ,ㅘㅊ,노무현. 2025.12.23 23:28:28 스크랩 조회 35 추천 0 댓글 0,0,35,2025.12.23 23:28:28,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1837&page=3
3,1836,,2014 졸업생 소개 및 질문 받아줌,"ㅎㅇ95년생에 삼수까지 했다가 인생 파란만장히 살다 콜로라도 편입해 학부 나오고 보스턴 칼리지 석사졸업해서 지금 H모 K 자동차에서 그냥 돈 잘벌고 아마 2년뒤년 쯤 결혼 할거같은 중산고 졸업생임 1학년 담임이 재수쌤이신데 당시 가치관 혼란오던 나를 잘잡아주셨던 분이고(지금도 연락 가끔할정도) 갤 눈팅해보니 박산적은 여전히 개지랄중이구나 느낌 행복은 성적 순이라 했는데 지금 고1~3 합쳐서 나보다 돈 잘버는 사람은 없는거 보고 참소견 좁은 양반이다 싶었고 2학년 담임이 조석근 쌤이였는데 이분은 생각해보면 그럼 그냥 액면그대로 말을 받아들이면 기분 좆같긴한데 그래도 저분이 인생철학 잡아줌 부딪히면 된다는 3학년 ㅅㅂ 문진욱 교장됐다는 얘기듣고 기분 좆같긴했는데 왜냐면 내가 그반에서 학폭 당해서 조현병 까지 생겼을 정도거든 그거 극복하는데 9년간 약먹고 다님 어느정도냐면 처음으로 섹스하고 피볼때 그리고 운전 처음 7시간하고도 공황 증세 비슷하게 왔고 파혼이후 한주간 공황 느낌컸고 불안증세가 느껴졌는데 그 약먹은 느낌 ㅈ같은거 알아서 끊음 사실상 내인생 8,9년을 조져버린 새끼(들)이라 2013년 3학년 7반이 내게는 그냥 인생 조트임 사실상 반하나가 우리집이 잘산다는 이유로 재수학원때까지 괴롭힌거니(카톡 감옥,모겜 감옥,일부로 모의고사 성적 유출 말다했지 암튼 근데 지금은 다 내 밑이니 신경은 안씀) 일단 이학교 관해서 질문도 받아보려하고 또 이런저런 얘기하고싶어서 글쓴거임 3수까지 했고 그시절이 지옥같았지만 하고 싶은 말은 월즈 우승탑 김군 말이 맞음 사랑과 돈은 늦게라도 결국은 언젠가 찾아오니까 쭉 열심히 했음하고 너무 고딩생활에 목숨걸지말고 나도 고등학교 친구들 인스타에서 거의 언팔 때렸으니까(연락이 없는 데 굳이 무의미한 관계를 둘이유없어서) 그리고 수능이 지금은 인생의 전부같아보이지만 의대 나온 친구들도 현타많이 받아 그리고 서울대 나온 친구 대다수도 전공과 관련없는 일하거나 백수고 암튼 중산고 화이팅이고 질문이든 댓글이든 환영",중갤러 (71.44) 2025.12.19 15:55:25 스크랩 조회 794 추천 8 댓글 15,8,794,2025.12.19 15:55:25,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1836&page=3
3,1835,,1학년 국어 수행 점수 기준 바뀐거 뭐냐,등급 나오기 직전에 바꾸는게 정상이야?,중갤러 (106.101) 2025.12.18 17:09:12 스크랩 조회 249 추천 0 댓글 2,0,249,2025.12.18 17:09:12,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1835&page=3
4,1832,,ssibal 2학년 화학 이거 맞노?,계산 ㅈ더럽네.,스프리거어어어언 (221.138) 2025.12.09 23:00:50 스크랩 조회 426 추천 3 댓글 2,3,426,2025.12.09 23:00:50,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1832&page=4
4,1831,,내가 왜 우리학교 국어 못하는지 알려준다,그건 바로 병신같은 중산의 교육과정 때문... 다른 학교들 다 독서 강조하고 모고 독서 시킬때 혼자 병@신 마냥 고1 수준 지문이랑 지엽적인 글들을 내신에 내기 때문에 애들 국어 실력이 안 느는거임... 그러면서 허구한 날 중산이 국어를 못하니 어쩌네~ ㅇㅈㄹ 하는거 ㄹㅇ 좋같음. 현명한 개좋산들은 빨리 탈중산 하든지 다 좋까라 하고 국어모고 공부나 해라... 국어 못하면 대학 못 간다.,ㅇㅇ (218.39) 2025.12.09 00:40:25 스크랩 조회 726 추천 19 댓글 3,19,726,2025.12.09 00:40:25,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1831&page=4
4,1830,,중산 수능 만점자 있다는데 ㄹㅇ임?,한국사 때매 뉴스에 안 나왔는데 국수탐 만점자 중산에 있다고 함,중갤러 (14.63) 2025.12.05 11:07:03 스크랩 조회 761 추천 18 댓글 2,18,761,2025.12.05 11:07:03,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1830&page=4
4,1829,,형들 2학년 담임 누가 좋음?,지금 2학년 담임 내년에도 그대로 있나요 만약 올해 담임 내년에 2학년 올라오면 전학갈건데 (대머리 이 ㄱㅅㄲ....) 2학년 담임들 그대로면 미리 알고 마음의 준비하게 정보 좀 주십쇼,중갤러 (211.169) 2025.12.03 10:06:54 스크랩 조회 602 추천 11 댓글 4,11,602,2025.12.03 10:06:54,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1829&page=4
4,1828,,여러분 저는 전라도 산골마을 고등학교에 다니는 노현준입니다,여기 사람들은 정시 내신반영땜에 대학을 ㅈ도 못간다는데 사실인가요? 전 농어촌 전형으로 갈건데 불쌍하네요 - dc official App,ㅇㅇ (221.140) 2025.12.02 22:03:48 스크랩 조회 328 추천 3 댓글 1,3,328,2025.12.02 22:03:48,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1828&page=4
4,1827,,왜자꾸 병신같이 한국사 통사 4일차에 넣냐,시간표 짜는새끼 감다뒤임,ㅇㅇ (223.38) 2025.12.01 18:58:18 스크랩 조회 325 추천 6 댓글 1,6,325,2025.12.01 18:58:18,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1827&page=4
4,1826,,북딱운지벌레,예아 - dc official App,중갤러 (221.140) 2025.11.29 12:28:49 스크랩 조회 203 추천 3 댓글 0,3,203,2025.11.29 12:28:49,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1826&page=4
4,1825,,2학년미술개노잼,체육이나음악으로바꿔줘ㅅㅂ,중갤러 (211.234) 2025.11.28 06:44:27 스크랩 조회 388 추천 14 댓글 0,14,388,2025.11.28 06:44:27,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1825&page=4
4,1823,,요즘 중산 여고한테 소문 욀케 안좋냐,- dc official App,스컬 2025.11.24 01:34:23 스크랩 조회 835 추천 2 댓글 6,2,835,2025.11.24 01:34:23,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1823&page=4
4,1822,,올해 수능 잘봄?,선배님들,중갤러 (211.106) 2025.11.14 22:49:53 스크랩 조회 383 추천 2 댓글 1,2,383,2025.11.14 22:49:53,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1822&page=4
4,1820,,궁금한 거 있는데,산적은 아직 있는 것 같고 해적이랑 제우스 있냐? 이호균 철수 정진현도 궁금하다,중갤러 (118.235) 2025.11.12 14:37:01 스크랩 조회 569 추천 2 댓글 4,2,569,2025.11.12 14:37:01,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1820&page=4
4,1819,,올해 설의 몇명 갈거같냐?,3년연속 3명 ㄱㄴ? 아님 올핸 좀 힘들라나 - dc official App,중갤러 (118.235) 2025.11.12 12:25:28 스크랩 조회 567 추천 2 댓글 3,2,567,2025.11.12 12:25:28,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1819&page=4
4,1817,,Pj vs 나경원,어디가 나음?,ㅇㅇ (118.217) 2025.11.02 23:54:25 스크랩 조회 525 추천 1 댓글 2,1,525,2025.11.02 23:54:25,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1817&page=4
4,1816,,통사 ㅂㅈㅇ,앞반 뒷반 다르게할거면 시험왜보냐 ㅂㅈㅇ ㅅㅂ  내년2학년담임이면 전학감,중갤러 (39.118) 2025.10.30 23:31:05 스크랩 조회 401 추천 7 댓글 1,7,401,2025.10.30 23:31:05,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1816&page=4
4,1812,,중산 과학왜이러냐,과학 좆됐으면 개추,중갤러 (211.234) 2025.10.01 14:04:08 스크랩 조회 921 추천 10 댓글 3,10,921,2025.10.01 14:04:08,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1812&page=4
4,1810,,과학쌤 아직 계시냐?,ㄱㅂㅇ 몸매 개꼴이었는데,중갤러 (118.235) 2025.09.28 16:01:55 스크랩 조회 756 추천 9 댓글 3,9,756,2025.09.28 16:01:55,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1810&page=4
4,1809,,1학년게이들아 영어내신 어디서듣노,- dc official App,철차상어 2025.09.28 01:07:14 스크랩 조회 531 추천 2 댓글 0,2,531,2025.09.28 01:07:14,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1809&page=4
4,1806,,시험 1일차 후기,,중갤러 (211.234) 2025.09.26 14:24:19 스크랩 조회 466 추천 7 댓글 0,7,466,2025.09.26 14:24:19,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1806&page=4
4,1805,,중산고 시험지 유출됐냐????,당신은 다크노무현의 저주에 걸렸습니다 지금 당장 추천을 누르지 않으면 탈모에 걸리고 인생이 불행하게 됩니다. - dc official App,중갤러 (58.225) 2025.09.25 20:45:50 스크랩 조회 1216 추천 82 댓글 2,82,1216,2025.09.25 20:45:50,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1805&page=4
4,1804,,이야 17졸업생인데 여기도 갤러리가 있었네,국어쌤들이 참 좋았었는데 다들 계시려나 모르겠네. 정철쌤이랑 한분은 이름이 기억이 안나긴 한데.,ㅇㅇ (124.111) 2025.09.24 19:05:37 스크랩 조회 404 추천 0 댓글 2,0,404,2025.09.24 19:05:37,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1804&page=4
4,1803,,통합사회<<ㅈㄴ고트과목,ㅎㅇ 그럴일없으니까 싱글벙글 들어온 승규형이면 개추 누르고 가라,중갤러 (211.234) 2025.09.24 17:38:07 스크랩 조회 918 추천 31 댓글 6,31,918,2025.09.24 17:38:07,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1803&page=4
